projectid;CURRENT.DATE;simulationid;Evaporation;Transpiration;CropAvailWater;EvapoTranspiration;WaterStress;MobileWater_1;MobileWater_2;MobileWater_3;MobileWater_4;MobileWater_5;MobileWater_6;MobileWater_7;MobileWater_8;MobileWater_9;MobileWater_10;MobileWater_11;MobileWater_12;MobileWater_13;MobileWater_14;MobileWater_15;MobileWater_16;MobileWater_17;MobileWater_18;MobileWater_19;MobileWater_20;MobileWater_21;MobileWater_22;MobileWater_23;MobileWater_24;MobileWater_25;MobileWater_26;MobileWater_27;MobileWater_28;MobileWater_29;MobileWater_30;MobileWater_31;MobileWater_32;MobileWater_33;MobileWater_34;MobileWater_35;MobileWater_36;MobileWater_37;MobileWater_38;MobileWater_39;MobileWater_40;RetainedWater_1;RetainedWater_2;RetainedWater_3;RetainedWater_4;RetainedWater_5;RetainedWater_6;RetainedWater_7;RetainedWater_8;RetainedWater_9;RetainedWater_10;RetainedWater_11;RetainedWater_12;RetainedWater_13;RetainedWater_14;RetainedWater_15;RetainedWater_16;RetainedWater_17;RetainedWater_18;RetainedWater_19;RetainedWater_20;RetainedWater_21;RetainedWater_22;RetainedWater_23;RetainedWater_24;RetainedWater_25;RetainedWater_26;RetainedWater_27;RetainedWater_28;RetainedWater_29;RetainedWater_30;RetainedWater_31;RetainedWater_32;RetainedWater_33;RetainedWater_34;RetainedWater_35;RetainedWater_36;RetainedWater_37;RetainedWater_38;RetainedWater_39;RetainedWater_40
testproject;22.02.1992;testproject_00__TESTSIMULATION;0.354233228;0.010557643;0.759779417;0.364790871;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.20E-06;7.67E-07;7.07E-07;5.07E-07;2.497488216;4.054069085;4.491106162;4.736461369;4.889028538;4.988632859;5.068333741;5.13715868;5.196840448;5.24507811;5.281921701;5.310248949;5.332064743;5.348828641;5.361636418;5.371329192;5.378561829;5.38481546;5.389364871;5.392636758;5.394961655;5.396593228;5.397723834;5.398497368;5.399019905;5.399368465;5.399598106;5.399747565;5.39984365;5.399904622;5.399942727;5.399966064;5.399979888;5.399989342;5.399994636;5.399997711;5.4;5.4;5.4;5.4
testproject;23.02.1992;testproject_00__TESTSIMULATION;0.468197603;0.014076858;0.758229386;0.482274461;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.40E-06;5.41E-07;6.44E-07;4.82E-07;2.347911658;4.013448361;4.465367264;4.722850116;4.880955064;4.9830676;5.063881025;5.13178472;5.190998125;5.240449334;5.278174852;5.307187271;5.329555951;5.346774674;5.359959861;5.36996626;5.377458319;5.383959806;5.38870999;5.392142412;5.394593787;5.39632343;5.397528833;5.398358467;5.398922386;5.39930097;5.399552038;5.399716537;5.39982301;5.399891044;5.39993388;5.399960334;5.399976163;5.399987127;5.399993391;5.399997141;5.4;5.4;5.4;5.4
testproject;24.02.1992;testproject_00__TESTSIMULATION;0.858175934;0.026394108;0.70818842;0.884570042;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.42E-06;2.64E-07;5.66E-07;4.52E-07;1.637303914;3.946452179;4.437352819;4.708026463;4.871710383;4.97598483;5.05687207;5.123385678;5.183239372;5.23519841;5.274204309;5.304031242;5.326996918;5.344686602;5.358255859;5.368579227;5.376332895;5.383084358;5.388037396;5.391632495;5.39421252;5.396042364;5.397324573;5.39821213;5.398819024;5.399228978;5.399502578;5.399683;5.399800549;5.39987617;5.399924125;5.399953973;5.399972003;5.399984638;5.399991985;5.399996496;5.4;5.4;5.4;5.4
testproject;25.02.1992;testproject_00__TESTSIMULATION;0.614660474;0.020131551;0.702201908;0.634792025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.23E-06;0;4.72E-07;4.15E-07;1.163663374;3.887505273;4.409793064;4.693145267;4.86243675;4.969015994;5.050490843;5.116998412;5.177269194;5.23017661;5.270194304;5.300813936;5.324390045;5.342562501;5.356522917;5.367167367;5.375185296;5.382189112;5.387347166;5.39110708;5.393817889;5.395750018;5.397111001;5.398058274;5.39870972;5.399152387;5.399449625;5.399646863;5.399776189;5.399859934;5.399913406;5.399946939;5.399967374;5.399981852;5.399990406;5.399995769;5.4;5.399999931;5.4;5.4
testproject;26.02.1992;testproject_00__TESTSIMULATION;0.494355065;0.016530215;0.708880668;0.510885281;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.90E-07;0;3.50E-07;3.67E-07;0.796254124;3.841816644;4.38423028;4.678473908;4.853099577;4.962057242;5.044593451;5.111581227;5.172042746;5.225445961;5.266239566;5.297577263;5.32174896;5.340405689;5.354761401;5.365730482;5.374015367;5.381274045;5.386639348;5.39056622;5.393409921;5.39544638;5.396888069;5.397896823;5.39859438;5.399071093;5.399393083;5.399608037;5.399749851;5.399842267;5.399901669;5.399939188;5.399962244;5.399978747;5.399988637;5.399994954;5.4;5.399999566;5.4;5.4
testproject;27.02.1992;testproject_00__TESTSIMULATION;0.541475977;0.018498596;1.120619266;0.559974574;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.55E-07;2.91E-07;0.372478835;3.803906962;4.360959807;4.664323769;4.843872133;4.955316926;5.039298499;5.107438867;5.165836569;5.217743079;5.261395015;5.294044363;5.318990779;5.33819042;5.352962882;5.364265653;5.372822028;5.380338834;5.385913875;5.390009925;5.392988626;5.395131434;5.396655729;5.397727702;5.398472913;5.398985003;5.399332855;5.399566432;5.399721456;5.399823103;5.399888859;5.399930676;5.39995658;5.399975298;5.399986665;5.399994043;5.399998994;5.399999305;5.4;5.4
testproject;28.02.1992;testproject_00__TESTSIMULATION;0.479383261;0.017016979;1.044834148;0.49640024;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.165820904;3.753485931;4.308544804;4.626938894;4.817907589;4.936741505;5.025922335;5.09705662;5.1567758;5.207831785;5.250192067;5.284056424;5.310641253;5.331339685;5.347367828;5.359699657;5.369095379;5.377408605;5.383629915;5.388247868;5.391644541;5.394118462;5.395901781;5.397173641;5.398070926;5.398697045;5.399129159;5.399424099;5.399623166;5.399755969;5.399843433;5.39990013;5.39993603;5.399962623;5.399979071;5.399989056;5.399994706;5.399997605;5.399999117;5.399999692
testproject;29.02.1992;testproject_00__TESTSIMULATION;0.382609037;0.021248991;1.014368105;0.403858028;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.066024844;3.729594956;4.265198861;4.587996538;4.787041874;4.912769143;5.007135373;5.081599806;5.142900273;5.194387214;5.237200489;5.27208731;5.300073759;5.322278694;5.339740849;5.353351339;5.363845968;5.373232789;5.380340784;5.385683036;5.389665387;5.392607925;5.394761962;5.396323549;5.397444383;5.398240725;5.39880072;5.399190434;5.399458785;5.399641539;5.3997645;5.399846011;5.39989886;5.399938823;5.399963834;5.399979224;5.399988466;5.399993808;5.399996626;5.399997616
testproject;01.03.1992;testproject_00__TESTSIMULATION;0.251272657;0.024001869;0.984904368;0.275274525;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.058623631;3.717123526;4.236056887;4.558027559;4.760538961;4.890264018;4.987995814;5.064804723;5.127681014;5.180450244;5.22450359;5.260653381;5.289931888;5.313424677;5.332122886;5.346876512;5.358395699;5.36881937;5.376809901;5.382890076;5.38748028;5.390916899;5.393467521;5.395343536;5.396710603;5.397697385;5.398402825;5.398902218;5.399252216;5.399494951;5.399661349;5.399773782;5.399848132;5.399905451;5.399942074;5.399965144;5.399979393;5.399987879;5.399992462;5.399994092
testproject;02.03.1992;testproject_00__TESTSIMULATION;0.226389193;0.031092544;1.581619718;0.257481737;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.053844289;3.7086469;4.214372892;4.53402844;4.737795942;4.869863263;4.969976836;5.048395273;5.111673207;5.164642413;5.209847785;5.247843227;5.278999796;5.304146192;5.324250932;5.340203957;5.352753406;5.364204987;5.373072727;5.379894782;5.38510514;5.389053671;5.392021501;5.394233272;5.395867196;5.397063471;5.397931366;5.398555197;5.398999334;5.399312373;5.399530541;5.399680475;5.399781414;5.399860655;5.39991229;5.399945484;5.399966412;5.399979117;5.399986081;5.399988576
testproject;03.03.1992;testproject_00__TESTSIMULATION;0.209043322;0.043463685;1.368227357;0.252507006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05026613;3.702130567;4.196712893;4.513495607;4.717255674;4.850316647;4.951376071;5.030333273;5.094001348;5.147866466;5.194717371;5.234697282;5.267758632;5.294581213;5.316121734;5.333299447;5.346895474;5.359385853;5.369138131;5.376710283;5.382552039;5.387026975;5.390428928;5.392994603;5.394913636;5.396336868;5.397383278;5.398145845;5.398696499;5.39909029;5.399368849;5.399563238;5.399696251;5.399802405;5.399872817;5.399918895;5.399948451;5.399966669;5.399976768;5.399980406
testproject;04.03.1992;testproject_00__TESTSIMULATION;0.196169609;0.034404381;1.295004067;0.230573991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047489304;3.696964384;4.182034942;4.495780442;4.698832638;4.832222309;4.933980428;5.013937972;5.07880249;5.133820742;5.181748465;5.222864125;5.257154485;5.28523459;5.3079863;5.326280419;5.340876973;5.354386802;5.365020563;5.373347621;5.37983015;5.384843973;5.38869466;5.391630092;5.39385048;5.39551657;5.396756467;5.397671407;5.398340644;5.398825591;5.399173297;5.399419344;5.399590214;5.399728636;5.399821932;5.399883961;5.399924351;5.399949573;5.399963685;5.399968792
testproject;05.03.1992;testproject_00__TESTSIMULATION;0.186156766;0.029035138;1.785766119;0.215191904;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045253231;3.692736612;4.169557602;4.480303091;4.682390259;4.815988051;4.918618011;4.999962961;5.066089942;5.121394351;5.169119915;5.2106902;5.24613891;5.27558135;5.299632776;5.319085394;5.334694414;5.349224075;5.360737863;5.369821545;5.376950669;5.38251275;5.386824142;5.390142931;5.392679042;5.394602391;5.396049629;5.397129823;5.397929267;5.398515586;5.398941198;5.399246237;5.399460964;5.399637297;5.399757883;5.399839206;5.399892869;5.399926764;5.399945882;5.399952827
testproject;06.03.1992;testproject_00__TESTSIMULATION;0.177700833;0.027741004;1.640399583;0.205441838;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.043332587;3.689073648;4.158453169;4.466314032;4.667364818;4.801069794;4.904338904;4.986500515;5.053343696;5.109161866;5.157346204;5.199555579;5.235875495;5.266326153;5.291421399;5.311883144;5.328428192;5.343935354;5.356311569;5.366146891;5.37392473;5.380041655;5.384823312;5.388536941;5.39140133;5.393594858;5.395262148;5.396519651;5.39746039;5.398158;5.398670173;5.399041577;5.39930629;5.399526393;5.399678916;5.39978311;5.399852694;5.399897089;5.399922308;5.399931501
testproject;07.03.1992;testproject_00__TESTSIMULATION;0.270488156;0.023394761;1.676286521;0.293882917;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041671318;3.685878192;4.148530173;4.453686462;4.653694515;4.787375695;4.891081762;4.973937269;5.041611596;5.098164421;5.146764454;5.189271239;5.226119129;5.25735509;5.283349802;5.30472169;5.322135028;5.338568038;5.351775993;5.362347282;5.370768454;5.377441716;5.382699632;5.386816954;5.390020156;5.39249521;5.394394052;5.395840028;5.39693253;5.397750965;5.398358159;5.398803249;5.399124137;5.399394014;5.399583302;5.399714138;5.399802459;5.399859321;5.399891824;5.399903708
testproject;08.03.1992;testproject_00__TESTSIMULATION;0.533923934;0.031429923;1.722152518;0.565353857;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.069920406;3.68329196;4.13942321;4.441986327;4.640897801;4.774390792;4.878318735;4.961602502;5.029735199;5.086556873;5.135190907;5.177923971;5.215541915;5.247886112;5.275012704;5.297416105;5.315742696;5.333110179;5.347141648;5.358438779;5.367496872;5.374724952;5.380461942;5.384989045;5.388539354;5.391305523;5.393446073;5.395090684;5.396344704;5.397293024;5.398003416;5.398529388;5.398912625;5.399238349;5.399469358;5.399630748;5.399740766;5.399812172;5.399853218;5.399868265
testproject;09.03.1992;testproject_00__TESTSIMULATION;0.188237617;0.031781553;1.585925942;0.22001917;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038849951;3.680401621;4.131011386;4.43112183;4.628901225;4.76209015;4.866073185;4.949584692;5.018011148;5.075137658;5.124076783;5.167234314;5.20552798;5.238745093;5.266808204;5.290126837;5.309308388;5.327577668;5.342415938;5.354429314;5.364119069;5.371900333;5.378118023;5.383059298;5.386963238;5.390028506;5.392419576;5.394271924;5.395696425;5.396783134;5.397604541;5.398218386;5.398670068;5.399057715;5.399335464;5.399531419;5.399666194;5.399754311;5.399805217;5.399823924
testproject;10.03.1992;testproject_00__TESTSIMULATION;0.153021549;0.03453743;1.491625914;0.187558979;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037608108;3.677993715;4.123158139;4.420904156;4.617518554;4.75029265;4.854183844;4.937787241;5.006417198;5.063796588;5.113008577;5.15658735;5.195579111;5.229679599;5.258660574;5.282859875;5.302860889;5.321998506;5.337619799;5.35033406;5.360646616;5.368977134;5.375675391;5.381033641;5.385296229;5.388667183;5.391316356;5.393384517;5.394987651;5.396220643;5.39716046;5.397868904;5.39839498;5.398850562;5.399180083;5.399414666;5.399577323;5.399684379;5.399746507;5.399769387
testproject;11.03.1992;testproject_00__TESTSIMULATION;0.148558286;0.029236986;2.271362556;0.177795272;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036544908;3.675898168;4.116126909;4.411644976;4.607134435;4.739528249;4.843423044;4.927324336;4.996540845;5.054707866;5.104305492;5.147269203;5.185427537;5.219648808;5.249589791;5.274950932;5.296012086;5.31618974;5.332677438;5.346127045;5.357074561;5.365958262;5.37313919;5.378917194;5.383542589;5.387224722;5.390138499;5.392429589;5.394218709;5.395605253;5.396670412;5.39747986;5.398086088;5.398615494;5.399001773;5.399279051;5.399472748;5.399601007;5.399675745;5.399703322
testproject;12.03.1992;testproject_00__TESTSIMULATION;0.144126487;0.045184433;1.948083799;0.189310921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035507289;3.673864971;4.109270037;4.402614826;4.596961879;4.728894591;4.832665131;4.916654737;4.985991951;5.044067373;5.093214788;5.135620319;5.17375142;5.208784072;5.240000915;5.266657168;5.288856761;5.310145403;5.327554597;5.341777815;5.353384181;5.362835104;5.370507197;5.376710982;5.381704553;5.385703437;5.388887863;5.391408347;5.393390146;5.394936933;5.3961339;5.397050415;5.397742316;5.398351264;5.398799195;5.399123202;5.399351093;5.399502829;5.399591576;5.39962438
testproject;13.03.1992;testproject_00__TESTSIMULATION;0.140267983;0.043696479;2.423413423;0.183964461;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034584492;3.672036756;4.102967292;4.394241299;4.587484515;4.71897913;4.822628807;4.906659135;4.976074416;5.034260668;5.083637309;5.12605437;5.163480964;5.197801552;5.229376672;5.257252295;5.280834428;5.303534485;5.322073919;5.337194715;5.349528799;5.359584476;5.367768648;5.374410782;5.379781186;5.384103839;5.38756538;5.390321615;5.392502442;5.394215748;5.395550599;5.396579917;5.397362766;5.39805677;5.398571122;5.398945817;5.39921102;5.399388494;5.399492648;5.399531209
testproject;14.03.1992;testproject_00__TESTSIMULATION;0.136580174;0.045078283;2.12658523;0.181658456;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033707605;3.670301792;4.096933211;4.386211131;4.578364923;4.70937373;4.812800846;4.896758;4.966181614;5.024392582;5.07374074;5.116050848;5.153359263;5.187761187;5.219810193;5.248497557;5.273045224;5.296863747;5.316419964;5.332421662;5.345503415;5.356190713;5.364910029;5.372007833;5.377767739;5.382423799;5.386170351;5.389169307;5.391555637;5.393441611;5.394920191;5.396067802;5.396946656;5.397731028;5.398316421;5.398745668;5.399051245;5.399256685;5.399377625;5.399422467
testproject;15.03.1992;testproject_00__TESTSIMULATION;0.433136458;0.046338162;2.119385518;0.47947462;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032889776;3.668677441;4.09120579;4.378555055;4.569624266;4.70011413;4.803273692;4.88711291;4.956499691;5.014716774;5.064135794;5.106592609;5.143944148;5.178185836;5.210259764;5.239504095;5.264980441;5.289953339;5.310561893;5.327469911;5.341320137;5.352658151;5.361930047;5.369498694;5.375660815;5.380660807;5.384701208;5.387950534;5.390549203;5.392614106;5.394242213;5.395513479;5.396493241;5.39737312;5.398034035;5.398521592;5.398870529;5.399106118;5.399245198;5.399296837
testproject;16.03.1992;testproject_00__TESTSIMULATION;0.229831127;0.05681586;2.149726956;0.286646987;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032103391;3.667115787;4.085647374;4.371106255;4.561080158;4.691004986;4.793826313;4.877463745;4.94673788;5.004909743;5.054341506;5.096815268;5.133951754;5.167656848;5.199489534;5.229353631;5.256026329;5.282456465;5.304322324;5.322256815;5.336943343;5.348971867;5.358821863;5.366879438;5.373457638;5.378812762;5.38315639;5.386664167;5.389482311;5.391732561;5.39351603;5.394916268;5.396001751;5.396982155;5.397722951;5.398272476;5.398667683;5.398935549;5.399094092;5.399153031
testproject;17.03.1992;testproject_00__TESTSIMULATION;0.126859876;0.048015311;2.042484245;0.174875187;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031384114;3.665675854;4.080429585;4.364057903;4.552947305;4.682306053;4.784801546;4.868275629;4.937506752;4.995721054;5.045255102;5.087892162;5.125189851;5.158910892;5.190699402;5.220765563;5.247988529;5.275294015;5.298102758;5.316933533;5.332419997;5.34514121;5.355583613;5.364146068;5.371154638;5.376876959;5.381533939;5.385308785;5.388353889;5.390796106;5.392740861;5.394275396;5.395471367;5.396557229;5.397382175;5.397997236;5.398441551;5.398743769;5.398923064;5.398989795
testproject;18.03.1992;testproject_00__TESTSIMULATION;0.124297347;0.039220999;2.748918018;0.163518347;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030746893;3.66438797;4.075671988;4.357566087;4.545418672;4.674257946;4.776505451;4.859932789;4.929276023;4.987731963;5.037634929;5.080821218;5.118773154;5.152587864;5.183295448;5.212036632;5.239050359;5.267245065;5.291272579;5.311225183;5.32764448;5.341129157;5.352202585;5.361293489;5.368748917;5.374851221;5.379832074;5.383882929;5.387162738;5.389803725;5.391915799;5.393589995;5.394901212;5.396097416;5.397010712;5.397694808;5.398191006;5.398529601;5.398730907;5.39880591
testproject;19.03.1992;testproject_00__TESTSIMULATION;0.121501308;0.057322999;2.373637534;0.178824307;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030084616;3.663068734;4.070832353;4.351015184;4.537839785;4.666135453;4.768070135;4.851349887;4.920678851;4.979240931;5.029325195;5.072612074;5.110344118;5.143499922;5.173397326;5.201836004;5.229403422;5.258820591;5.284145751;5.3052515;5.322638918;5.336925141;5.34866349;5.358309842;5.366232711;5.3727307;5.378047708;5.382384513;5.385907336;5.388754214;5.391039806;5.392859107;5.394290345;5.395601758;5.396607558;5.397364137;5.39791494;5.398291897;5.398516445;5.39860019
testproject;20.03.1992;testproject_00__TESTSIMULATION;0.119184732;0.043071726;2.91505297;0.162256458;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029509499;3.661901737;4.066432526;4.344991068;4.530834928;4.65863324;4.760332032;4.843577564;4.913028965;4.971807074;5.022117051;5.065582289;5.10351269;5.137018179;5.167038176;5.194670365;5.221035257;5.250082219;5.276290949;5.298641882;5.317178981;5.332409854;5.344905527;5.355163921;5.363589417;5.370506114;5.376175367;5.380810117;5.3845854;5.387645923;5.390111586;5.392081617;5.393637733;5.395069245;5.396171691;5.397004163;5.397612258;5.398029527;5.398278526;5.398371474
testproject;21.03.1992;testproject_00__TESTSIMULATION;1.022411326;0.044530439;2.642623125;1.066941765;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.821752024;3.674795059;4.065844391;4.34317659;4.528695245;4.656345313;4.757917341;4.841034223;4.91034806;4.96896799;5.019116729;5.062443034;5.100130714;5.133183036;5.162740086;5.189151404;5.21216943;5.24104705;5.2728903;5.296719865;5.315754309;5.331248883;5.343937322;5.35435209;5.362907307;5.369932348;5.375692564;5.38040401;5.384244109;5.38735939;5.389871171;5.391879805;5.39346792;5.394930231;5.396057488;5.396909466;5.3975323;5.39795995;5.398215248;5.398310569
testproject;22.03.1992;testproject_00__TESTSIMULATION;1.409152971;0.060304975;3.228933109;1.469457945;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.058934248;4.705744069;4.236532646;4.422670638;4.565997866;4.673610206;4.765187794;4.843363085;4.910226042;4.967613909;5.017133831;5.060107208;5.097522395;5.130334631;5.159480597;5.184877335;5.207771374;5.234342698;5.263919374;5.292953469;5.313735359;5.32989632;5.342903684;5.353514162;5.362211888;5.369349968;5.375203268;5.379992613;5.383898334;5.387068972;5.389627343;5.391674966;5.3932954;5.394788827;5.395941157;5.396812854;5.397450593;5.397888744;5.398150416;5.398248137
testproject;23.03.1992;testproject_00__TESTSIMULATION;0.670706725;0.051884964;2.736478658;0.722591689;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.630503738;4.431720908;4.283167828;4.426758982;4.565697521;4.672603391;4.76363462;4.841338907;4.907828888;4.964925075;5.01421436;5.05697407;5.094130649;5.126571117;5.155060758;5.179680002;5.201556574;5.225804314;5.255479126;5.288402383;5.311191404;5.328293589;5.341762118;5.352629662;5.361494613;5.36875563;5.374706197;5.379575423;5.383547865;5.386774571;5.389380049;5.391467066;5.39312015;5.394645011;5.395822679;5.396714308;5.39736712;5.397815892;5.398084012;5.398184163
testproject;24.03.1992;testproject_00__TESTSIMULATION;1.171590772;0.05359164;3.095041513;1.225182412;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.494174327;4.9934562;4.660665107;4.607184174;4.647558523;4.711304767;4.781367498;4.848778978;4.910170013;4.964715332;5.012702155;5.054746959;5.091449194;5.123477694;5.151446503;5.175577625;5.196852679;5.221048457;5.248170645;5.279069557;5.30698722;5.326073387;5.340381036;5.351648652;5.360736091;5.368141769;5.374198396;5.379151278;5.383192234;5.386475988;5.389129198;5.391256056;5.392942137;5.394498762;5.395702034;5.396613811;5.397281864;5.397741376;5.398016019;5.398118627
testproject;25.03.1992;testproject_00__TESTSIMULATION;1.402991485;0.067911747;2.879788402;1.470903232;1;0;0.03686813;0.316080675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.502261321;5.4;5.4;4.946188971;4.824625826;4.794449524;4.820264505;4.866513017;4.917646417;4.967163618;5.012651002;5.053410539;5.089402253;5.120941156;5.148470239;5.172265873;5.193515013;5.217681313;5.243225414;5.273084392;5.302886233;5.323563609;5.338790077;5.35055447;5.35992144;5.367500039;5.373675828;5.378718353;5.38283064;5.386172874;5.388874631;5.39104186;5.392761318;5.394350051;5.395579202;5.396511346;5.397194806;5.39766518;5.39794642;5.398051513
testproject;26.03.1992;testproject_00__TESTSIMULATION;1.399630082;0.072061627;3.485772107;1.471691709;1;0;1.089366337;1.066016535;0.674340588;0.12813262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.570197585;5.4;5.4;5.4;5.4;5.017394312;4.936417715;4.921026893;4.942880387;4.978631635;5.017554942;5.055145041;5.089623124;5.120462412;5.147638409;5.171536313;5.193382555;5.218247793;5.244856851;5.273839216;5.30066023;5.321419562;5.337189321;5.349395725;5.359056932;5.366827872;5.373135594;5.378274814;5.382462107;5.385864745;5.388616115;5.390824363;5.392577632;5.394198844;5.395454159;5.39640689;5.397105928;5.397587285;5.397875196;5.397982804
testproject;27.03.1992;testproject_00__TESTSIMULATION;1.164628847;0.062186609;3.590187875;1.226815456;1;0;1.425640457;1.571249933;1.626814286;1.642176751;1.634556001;1.599678139;1.536272105;1.447427565;1.319529548;1.101210712;0.764197427;0.297372556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.739634484;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.303119177;5.23850531;5.217397831;5.216591297;5.229739406;5.251064136;5.276229161;5.300247953;5.320166911;5.335930659;5.348347986;5.358221072;5.366157691;5.372590189;5.377825728;5.382087668;5.385551664;5.388353545;5.390603468;5.392391012;5.3940451;5.395326876;5.396300424;5.397015211;5.397507673;5.39780233;5.397912481
