projectid;CURRENT.DATE;simulationid;Evaporation;Transpiration;CropAvailWater;EvapoTranspiration;WaterStress;MobileWater_1;MobileWater_2;MobileWater_3;MobileWater_4;MobileWater_5;MobileWater_6;MobileWater_7;MobileWater_8;MobileWater_9;MobileWater_10;MobileWater_11;MobileWater_12;MobileWater_13;MobileWater_14;MobileWater_15;MobileWater_16;MobileWater_17;MobileWater_18;MobileWater_19;MobileWater_20;MobileWater_21;MobileWater_22;MobileWater_23;MobileWater_24;MobileWater_25;MobileWater_26;MobileWater_27;MobileWater_28;MobileWater_29;MobileWater_30;MobileWater_31;MobileWater_32;MobileWater_33;MobileWater_34;MobileWater_35;MobileWater_36;MobileWater_37;MobileWater_38;MobileWater_39;MobileWater_40;RetainedWater_1;RetainedWater_2;RetainedWater_3;RetainedWater_4;RetainedWater_5;RetainedWater_6;RetainedWater_7;RetainedWater_8;RetainedWater_9;RetainedWater_10;RetainedWater_11;RetainedWater_12;RetainedWater_13;RetainedWater_14;RetainedWater_15;RetainedWater_16;RetainedWater_17;RetainedWater_18;RetainedWater_19;RetainedWater_20;RetainedWater_21;RetainedWater_22;RetainedWater_23;RetainedWater_24;RetainedWater_25;RetainedWater_26;RetainedWater_27;RetainedWater_28;RetainedWater_29;RetainedWater_30;RetainedWater_31;RetainedWater_32;RetainedWater_33;RetainedWater_34;RetainedWater_35;RetainedWater_36;RetainedWater_37;RetainedWater_38;RetainedWater_39;RetainedWater_40
testproject;02.10.1991;testproject_00__TESTSIMULATION;1.377;0;0;1.377;0;0;1.065141864;1.283781097;1.117471508;0.74836086;0.453482921;0.263318835;0.148935962;0.084130179;0.046460104;0.02543692;0.014949654;0.012817925;0.02168768;0.04716319;0.095397897;0.170560452;0.273111917;0.399408504;0.542502259;0.693603285;0.843605051;0.984255905;1.108821068;1.212292718;1.291313891;1.343988991;1.369698313;1.36896159;1.34333953;1.295336899;1.228273526;1.146108803;1.053227183;0.954207011;0.853598785;0.755733198;0.664568483;0.583575971;0.515656038;4.580659459;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;03.10.1991;testproject_00__TESTSIMULATION;1.326837857;0;0;1.326837857;0;0;0;0.421422378;0.893603355;1.00214084;0.856349516;0.636087279;0.434922534;0.281627821;0.176088451;0.106992846;0.063655205;0.037979435;0.025213553;0.02463639;0.038874745;0.072307543;0.129017901;0.210982091;0.317060646;0.442972544;0.582053772;0.726400736;0.868002958;0.999606048;1.115217609;1.210301912;1.281773095;1.327896998;1.348174806;1.343236155;1.314735877;1.265234906;1.198049621;1.117066833;1.026535015;0.930850215;0.834355546;0.741167712;0.655036051;3.99244144;4.968837589;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;04.10.1991;testproject_00__TESTSIMULATION;0.954338488;0;0;0.954338488;0;0;0;0;0.18826385;0.575473955;0.794837941;0.817029465;0.712289393;0.559114461;0.408193884;0.282896414;0.188384506;0.121619327;0.077070602;0.049816969;0.037309143;0.039802742;0.05970329;0.100191673;0.163660571;0.250491206;0.35849797;0.483082114;0.617904502;0.755786346;0.889572268;1.012790287;1.120057449;1.207264358;1.271610385;1.311559773;1.32676486;1.317974595;1.286926994;1.236217234;1.169136682;1.089486567;1.001377749;0.9090317;0.816596523;3.50306574;4.812281526;5.209959373;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;05.10.1991;testproject_00__TESTSIMULATION;0.911707243;0;0;0.911707243;0;0;0;0;0;0.09362805;0.361388739;0.59137191;0.705055861;0.70134948;0.619183204;0.502167182;0.382330698;0.277172839;0.193280548;0.130907898;0.087709856;0.061374188;0.05104422;0.057614655;0.083141036;0.129755324;0.198542;0.288748092;0.397514573;0.520113378;0.650530982;0.782188558;0.908617824;1.023983973;1.123423476;1.203219073;1.260858195;1.295019681;1.305518631;1.293222534;1.259940724;1.208286096;1.141510902;1.063323694;0.977698639;3.05010937;4.607879258;5.09580499;5.31344691;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;06.10.1991;testproject_00__TESTSIMULATION;0.804525169;0;0;0.804525169;0;0;0;0;0;0;0.049108529;0.226616148;0.424504887;0.571851841;0.635813226;0.621260312;0.552754431;0.458027456;0.358885327;0.268824584;0.194258558;0.137003747;0.096781751;0.073098075;0.066245601;0.077446419;0.108347928;0.160210121;0.233130879;0.325562259;0.434222476;0.554367321;0.680294934;0.805932758;0.925381621;1.033343375;1.125410072;1.198228411;1.249568775;1.278327644;1.284483371;1.26901575;1.233793922;1.181435976;1.115145775;2.634031963;4.45595042;4.992871177;5.24931016;5.359078189;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;07.10.1991;testproject_00__TESTSIMULATION;0.836633389;0;0;0.836633389;0;0;0;0;0;0;0;0.026919355;0.142826857;0.298477663;0.445335372;0.544656049;0.581464285;0.561660857;0.502298135;0.422504033;0.338094247;0.259717838;0.193281875;0.141435137;0.105215559;0.085316373;0.082729723;0.09877239;0.134673237;0.190985068;0.267071104;0.360832817;0.468734812;0.586085767;0.707477881;0.827275432;0.940064437;1.041011812;1.126117545;1.192367384;1.237804307;1.261537434;1.263702459;1.24538258;1.208496103;2.156422157;4.317539901;4.905195876;5.190475478;5.324468991;5.376521798;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;08.10.1991;testproject_00__TESTSIMULATION;0.648;0;0;0.648;0;0;0.769348201;0;0;0;0;0.010510604;0.016344257;0.022159831;0.064880503;0.146495759;0.252335924;0.358577749;0.442843084;0.491436978;0.501193852;0.477289935;0.429445892;0.36841837;0.303694153;0.242507384;0.189859634;0.149077023;0.122480357;0.111880798;0.118777245;0.144274243;0.188830729;0.251980339;0.332142449;0.426591252;0.53159249;0.642672824;0.754964021;0.863562556;0.963857903;1.051801146;1.12410253;1.178358477;1.2131147;4.879821108;5.4;5.208012069;5.33431317;5.392791895;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;09.10.1991;testproject_00__TESTSIMULATION;0.648;0;0;0.648;0;0;0.275229448;0.782738629;0.825832656;0.540145612;0.341667978;0.21423099;0.126970717;0.075489521;0.047969743;0.036986808;0.046542346;0.081805587;0.142287034;0.21988304;0.301298088;0.372502474;0.422723718;0.446549929;0.443998231;0.419201627;0.378579188;0.329174615;0.277523394;0.229110224;0.188284409;0.158422904;0.142144308;0.141444212;0.157705047;0.191602753;0.24297212;0.310700119;0.392699453;0.48598552;0.586851053;0.691112072;0.79438945;0.892391216;0.981167983;4.773199553;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;10.10.1991;testproject_00__TESTSIMULATION;0.796114286;0;0;0.796114286;0;0;0;0.061041646;0.460490883;0.644284418;0.581137684;0.449542105;0.321811698;0.217004817;0.14135345;0.091784777;0.063495996;0.056359307;0.072742956;0.113133494;0.173247791;0.244034426;0.313991218;0.372267093;0.411137998;0.42714979;0.420945883;0.396233139;0.358444853;0.313540429;0.267173281;0.224263548;0.18888328;0.164310315;0.153118653;0.157221395;0.177840076;0.215420799;0.269542409;0.33886416;0.421146151;0.513354275;0.611840988;0.712579019;0.811419261;4.466789688;5.09259169;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;11.10.1991;testproject_00__TESTSIMULATION;0.460769682;0;0;0.460769682;0;0;0;0;0.008888349;0.26285375;0.461723652;0.518446079;0.47609436;0.389927512;0.295385214;0.21204858;0.147498554;0.103041376;0.079352815;0.077902284;0.099404424;0.141711536;0.198928899;0.262250412;0.321952716;0.369575578;0.399491844;0.409519577;0.400654783;0.376249349;0.341008808;0.30009967;0.258516692;0.220730503;0.190550321;0.171103832;0.164846487;0.173547157;0.1982369;0.23913838;0.295608514;0.36612618;0.448345265;0.539217421;0.635174272;4.29845352;5.006597245;5.261739624;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;12.10.1991;testproject_00__TESTSIMULATION;0.686071214;0;0;0.686071214;0;0;0;0;0;0;0.149519984;0.317154325;0.421020936;0.445731216;0.411743234;0.346500829;0.27269015;0.204743164;0.150165798;0.112916628;0.095609264;0.099717096;0.124625054;0.166800651;0.219896892;0.275857343;0.32655523;0.365348339;0.388094999;0.393468614;0.382666473;0.358750742;0.32587978;0.28862485;0.251471308;0.218515466;0.193311491;0.178802397;0.177277883;0.190326441;0.218776215;0.262639055;0.32108075;0.392438228;0.474295147;4.185219731;4.897214938;5.193468561;5.335288666;5.397857689;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;13.10.1991;testproject_00__TESTSIMULATION;1.220464262;0;0;1.220464262;0;0;0;0;0;0;0;0.08647719;0.213296507;0.323766057;0.386159727;0.396350016;0.366495892;0.313853012;0.253842326;0.197549983;0.152252204;0.122720082;0.111888928;0.120684179;0.14755014;0.188330208;0.236816848;0.285869154;0.328733059;0.360166759;0.377110126;0.378831421;0.366645517;0.343380758;0.312776229;0.278943354;0.245958514;0.217593372;0.197151885;0.187370462;0.19034484;0.207464454;0.239353204;0.28582804;0.345891235;3.941974242;4.788032194;5.118225541;5.291425623;5.366463428;5.395961192;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;14.10.1991;testproject_00__TESTSIMULATION;0.936444826;0;0;0.936444826;0;0;0;0;0;0;0;0;0.051237836;0.142178807;0.2407474;0.317638079;0.357482768;0.359587194;0.332577821;0.288427621;0.238452161;0.191720635;0.154953816;0.132784521;0.127775142;0.140196021;0.167890801;0.206529591;0.250326057;0.293061418;0.32913889;0.354409854;0.366621881;0.365471052;0.352343421;0.329879002;0.301488544;0.270917021;0.241900031;0.217918183;0.202029348;0.196750962;0.203969983;0.224869916;0.259876091;3.364537618;4.618646917;5.033382755;5.241875601;5.340231779;5.378306097;5.396875242;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;15.10.1991;testproject_00__TESTSIMULATION;0.854650472;0;0;0.854650472;0;0;0;0;0;0;0;0;0;0.031045372;0.094531921;0.175212738;0.252003395;0.307493911;0.333495377;0.330807167;0.306059481;0.268229167;0.2262239;0.187698658;0.158618272;0.143046675;0.142934821;0.15796865;0.185652968;0.221743108;0.260989094;0.298031285;0.328240635;0.348333248;0.356674214;0.353277327;0.339573683;0.318050409;0.291854531;0.264429326;0.239216534;0.219429342;0.207884144;0.206874206;0.218072262;3.444560761;4.549866899;4.971153244;5.198955651;5.312836422;5.362739323;5.386271591;5.397848232;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;16.10.1991;testproject_00__TESTSIMULATION;0.749946113;0;0;0.749946113;0;0;0;0;0;0;0;0;0;0;0.019190056;0.062912914;0.125755979;0.194826235;0.255282276;0.296211611;0.313137534;0.307530233;0.284797008;0.252119895;0.216844736;0.185497265;0.163205114;0.153314902;0.157142336;0.173914924;0.20098702;0.234340219;0.269288496;0.301243;0.326382428;0.342115771;0.347290406;0.342162963;0.328194078;0.307744556;0.283743421;0.259377446;0.237827431;0.222056708;0.214645797;3.910183915;4.563863177;4.936905868;5.165139353;5.288463696;5.346212513;5.376699125;5.391344287;5.398580323;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;17.10.1991;testproject_00__TESTSIMULATION;0.8339399;0;0;0.8339399;0;0;0;0;0;0;0;0;0;0;0;0.012067809;0.041989066;0.089449539;0.147805177;0.206280578;0.254341854;0.284929578;0.295658442;0.28832239;0.26755234;0.23936348;0.209969111;0.184923502;0.168520359;0.163385526;0.170267065;0.188062701;0.214105812;0.244674446;0.275629908;0.303061648;0.323823795;0.335887393;0.338483623;0.332059136;0.318093925;0.298841611;0.277045424;0.255667442;0.237651261;3.307945412;4.473485868;4.891224571;5.132575533;5.265118887;5.33014566;5.366096449;5.385242076;5.394495901;5.399069666;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;18.10.1991;testproject_00__TESTSIMULATION;0.729;0;4.89E-04;0.729;0;0;1.258894583;1.468364224;1.567762076;1.613839306;1.62777174;1.600405388;1.501997003;1.329296126;1.107925811;0.873815466;0.656653816;0.473384634;0.329358173;0.222339094;0.14636953;0.09453294;0.060716537;0.040455989;0.031049121;0.031144644;0.040042413;0.056966563;0.080542683;0.108613415;0.138399119;0.166903351;0.19141054;0.209929248;0.221479317;0.226179217;0.225140853;0.220213749;0.213638252;0.2076718;0.204247249;0.204710521;0.209668395;0.218958118;0.231731366;4.788894735;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;19.10.1991;testproject_00__TESTSIMULATION;0.567;0;4.55E-04;0.567;0;0;0.222043361;0.764675235;1.034047736;1.219618474;1.359783645;1.462060709;1.529196736;1.558619015;1.540462505;1.466509418;1.338740724;1.170451633;0.981342358;0.79119986;0.615462966;0.463529492;0.339155917;0.24192845;0.169008424;0.116653474;0.081273209;0.05996105;0.050567568;0.051460869;0.061156096;0.077984551;0.099919716;0.124602858;0.14954067;0.172401119;0.191318585;0.205131064;0.213499909;0.21689494;0.216456436;0.213766163;0.210571078;0.208505989;0.208856861;4.848972237;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;20.10.1991;testproject_00__TESTSIMULATION;0.972;0;4.59E-04;0.972;0;0;0.071704922;0.20245124;0.523304052;0.804887434;1.030592033;1.208861973;1.345261585;1.443337615;1.502965902;1.518958557;1.485035901;1.39981702;1.269944914;1.108921511;0.933330821;0.75885353;0.597589735;0.457050608;0.340465474;0.247832776;0.177194629;0.125770276;0.090750758;0.069699248;0.060608861;0.061737582;0.071363999;0.087589907;0.108268597;0.131079458;0.153719203;0.174149503;0.190833265;0.202903004;0.210226845;0.213362867;0.213414843;0.211818612;0.210097029;4.780521492;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;21.10.1991;testproject_00__TESTSIMULATION;0.631337143;0;3.98E-04;0.631337143;0;0;0;0;0.112131824;0.347591105;0.600231551;0.835521951;1.03849571;1.20450319;1.332890392;1.42298575;1.47167743;1.4744304;1.428765017;1.337333377;1.208637642;1.055377705;0.891639328;0.730236337;0.580984573;0.450080411;0.340368495;0.252130998;0.184040643;0.134010878;0.099792753;0.079277646;0.070550433;0.07178885;0.08111834;0.096512768;0.115792267;0.136725424;0.157207253;0.175464396;0.190235857;0.200887927;0.207439869;0.210496919;0.211104729;4.579659865;5.121260395;5.344472735;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;22.10.1991;testproject_00__TESTSIMULATION;0.766887727;0;3.82E-04;0.766887727;0;0;0;0;0;0.057074021;0.224364348;0.434192834;0.655291219;0.864860445;1.049621944;1.202852844;1.320860705;1.400178336;1.436877813;1.428047155;1.373987684;1.27951593;1.15365645;1.008027314;0.854724463;0.704465813;0.565427881;0.442859829;0.339322675;0.25529812;0.189911412;0.14157336;0.108431749;0.088605979;0.080243461;0.081472494;0.090332613;0.104745589;0.122559094;0.141662235;0.160146943;0.176476226;0.189619966;0.199128268;0.2051272;4.173715559;4.953152301;5.229989892;5.35197245;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;23.10.1991;testproject_00__TESTSIMULATION;0.59207758;0;3.48E-04;0.59207758;0;0;0;0;0;0;0.02970846;0.143707483;0.307718119;0.500827278;0.701235923;0.891818381;1.061018134;1.201403517;1.307596009;1.375027677;1.400160016;1.38169598;1.321758493;1.226223468;1.104005346;0.96561995;0.821562132;0.680963248;0.550782095;0.435564672;0.337655397;0.257672902;0.195063562;0.148590572;0.116680535;0.097612523;0.089582014;0.090696727;0.098963055;0.112306132;0.128642321;0.145998712;0.162656594;0.17728778;0.189053983;3.907112947;4.809478457;5.140408156;5.303997631;5.373800538;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;24.10.1991;testproject_00__TESTSIMULATION;0.431773901;0;3.26E-04;0.431773901;0;0;0;0;0;0;0;0.015977619;0.092029496;0.215193816;0.375265322;0.555961116;0.740757191;0.91591724;1.071108459;1.198636453;1.292498616;1.348097695;1.362739944;1.336447938;1.272469187;1.177106402;1.058873124;0.927254909;0.791442729;0.659335025;0.536960126;0.428326018;0.335602665;0.259495987;0.199675142;0.155149573;0.124541096;0.106243313;0.098494672;0.099407727;0.106996199;0.119228233;0.134115628;0.149831195;0.164834212;3.750119742;4.70451717;5.06789029;5.258324781;5.348894201;5.383938208;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;25.10.1991;testproject_00__TESTSIMULATION;0.455219018;0;3.96E-04;0.455219018;0;0;0;0;0;0;0;0;0.009004728;0.059220354;0.149271168;0.277008227;0.432717297;0.603202768;0.775139667;0.936900452;1.079005224;1.193869288;1.275571355;1.320020276;1.325445865;1.292864971;1.226180059;1.131763007;1.017605647;0.89226473;0.76385789;0.639304858;0.5239048;0.421240845;0.333333752;0.260936703;0.203868036;0.161306503;0.132010897;0.114460531;0.106937233;0.107579792;0.114439593;0.12555529;0.139050291;4.370262963;4.744716205;5.038259364;5.225840623;5.325445932;5.369754924;5.390414211;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;26.10.1991;testproject_00__TESTSIMULATION;0.434110015;0;3.64E-04;0.434110015;0;0;0;0;0;0;0;0;0;0.005294606;0.0383922;0.103088035;0.202215074;0.331764512;0.482870389;0.644401154;0.805068989;0.954628856;1.084315257;1.186947177;1.25708184;1.291343911;1.288808223;1.251207584;1.182791313;1.089801793;0.979674493;0.860143125;0.738433032;0.620672512;0.511575532;0.414378745;0.33096824;0.262112556;0.207724598;0.167097387;0.139086873;0.12224044;0.11488659;0.115207701;0.121314935;4.09164599;4.704432578;5.005735001;5.197307269;5.304295224;5.355038679;5.381698836;5.394166518;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;27.10.1991;testproject_00__TESTSIMULATION;0.566877377;0;3.41E-04;0.566877377;0;0;0;0;0;0;0;0;0;0;0.003223157;0.02509773;0.071059433;0.146414369;0.251285613;0.380946605;0.527294475;0.680604341;0.83095166;0.969099185;1.086976126;1.177994734;1.237376269;1.262498013;1.253149724;1.211562083;1.142131565;1.050865034;0.944650527;0.830498316;0.71488492;0.603287652;0.499939951;0.407787018;0.328588528;0.263103604;0.211299814;0.172545698;0.145767745;0.129571194;0.122335722;3.741785563;4.616554694;4.962012545;5.16805562;5.283539806;5.340633008;5.372134446;5.388657722;5.396370351;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;28.10.1991;testproject_00__TESTSIMULATION;0.478331077;3.12E-04;3.12E-04;0.478642841;0.103467988;0;0;0;0;0;0;0;0;0;0;0.002017907;0.016544081;0.048970562;0.10538523;0.188470481;0.296839385;0.425494265;0.566944657;0.712455783;0.853087439;0.980429937;1.087120534;1.167260883;1.216792962;1.23380088;1.218653986;1.173916388;1.104003702;1.014635674;0.912182891;0.803021593;0.692993889;0.587032925;0.488968899;0.401494958;0.326249308;0.263963118;0.214630075;0.177667524;0.152055177;3.488031421;4.528145257;4.914412091;5.137805634;5.262793519;5.326050325;5.36238538;5.382386788;5.392836283;5.39770149;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;29.10.1991;testproject_00__TESTSIMULATION;0.400371365;2.91E-04;2.91E-04;0.400661986;0.112526364;0;0;0;0;0;0;0;0;0;0;0;0.001292463;0.010992131;0.033776003;0.075533509;0.140246748;0.228891494;0.339180909;0.466032571;0.602436383;0.740395326;0.871748031;0.988825614;1.084980734;1.15503255;1.195628579;1.205480037;1.185413487;1.138204949;1.068208441;0.980836962;0.881982508;0.777465435;0.672585166;0.571812929;0.478633712;0.39551759;0.32398484;0.264725461;0.217739427;3.301767863;4.451127147;4.868113292;5.107632649;5.242048899;5.311374822;5.352298805;5.375810765;5.388702746;5.395409506;5.398524746;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;30.10.1991;testproject_00__TESTSIMULATION;0.326974716;0.004304485;0.005424507;0.331279201;1;0;0;0;0;0;0;0;0;0;0;0;0;8.43E-04;0.007356896;0.023330656;0.053978259;0.10370309;0.174942305;0.267510415;0.378554818;0.502990612;0.63419573;0.76476457;0.887204375;0.994539555;1.080828179;1.141590962;1.174129399;1.177693118;1.153462004;1.104335309;1.034555954;0.949229042;0.853809135;0.753627939;0.653516098;0.557547039;0.468904941;0.389858919;0.321814552;3.169099233;4.387072837;4.82540091;5.078447421;5.221569377;5.296659545;5.342003693;5.368871282;5.384267375;5.392671005;5.397024959;5.399043141;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
testproject;31.10.1991;testproject_00__TESTSIMULATION;0.257226965;0.003443588;0.032263914;0.260670554;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5.59E-04;0.004956855;0.016145849;0.038497224;0.076293849;0.132713188;0.209034106;0.304254318;0.415151143;0.536677998;0.66254544;0.78585814;0.899730314;0.997844832;1.074938472;1.127191895;1.152493481;1.150545621;1.12279624;1.072203744;1.00287103;0.919604475;0.827461202;0.731341569;0.635667336;0.544164777;0.459751983;3.089205326;4.335913977;4.787190693;5.050846834;5.201610459;5.282041931;5.331562228;5.361673984;5.379501325;5.389674858;5.395201753;5.398054255;5.399374102;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
